id,listing_url,name,host_id,host_url,host,neighbourhood,neighbourhood_cleansed,last_scraped,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,license,instant_bookable,host_alias,alias_id,status,ISD_status,ISD_address,ISD_category,license_listing_count,license_cat_max_exceed,simple_status,full_status,other_hosts,temp_class,centroid_group,centroid_group_recognized,centroid_group_distance,sub_centroid,sub_centroid_distance
973695,https://www.airbnb.com/rooms/973695,"Boston Center, Sleeps 1 to 4 people",1760577,https://www.airbnb.com/users/show/1760577,Claire,"Boston, Massachusetts, United States",Downtown,2020-08-31,,42.35929,-71.06085999999999,Entire apartment,Entire home/apt,4,1.0,2.0,"[""Oven"", ""Kitchen"", ""Heating"", ""Hangers"", ""Elevator"", ""Washer"", ""Carbon monoxide alarm"", ""Single level home"", ""Essentials"", ""Paid parking off premises"", ""Cable TV"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Wifi"", ""Microwave"", ""Paid parking on premises"", ""Stove"", ""Long term stays allowed"", ""Hair dryer"", ""Indoor fireplace"", ""TV"", ""Hot water"", ""Dishwasher"", ""Shampoo"", ""Cooking basics"", ""Air conditioning"", ""Bathtub"", ""Coffee maker"", ""Dryer"", ""Bed linens"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""First aid kit"", ""Free street parking"", ""Refrigerator"", ""Iron"", ""Fire extinguisher""]",257.0,91,600,91.0,t,30,60,90,365,60,Missing,t,,,No license claimed,,,,,,No license claimed,No license claimed,,-1.0,,,,,
989163,https://www.airbnb.com/rooms/989163,THE UPTON BOSTON - The Dalton,5430185,https://www.airbnb.com/users/show/5430185,Laura And Olivia,"Boston, Massachusetts, United States",South End,2020-08-31,,42.34308,-71.07316,Entire apartment,Entire home/apt,2,,1.0,"[""Smart lock"", ""Smoke alarm""]",184.0,3,365,2.0,t,11,41,66,95,54,STRLH/STRBB,t,,,Exempt (not verified),,,Exempt: Lodging House / B&B,,,Exempt (not verified),Exempt (not verified): Lodging House / B&B,,0.0,62_1,False,35.4971252591601,62_1_0,35.4971252591601
990668,https://www.airbnb.com/rooms/990668,✔Arlington✔Skydeck ✔Walk Score 95✔Full Kitchen,1651480,https://www.airbnb.com/users/show/1651480,Edward,"Boston, Massachusetts, United States",South End,2020-08-31,,42.34232,-71.07595,Private room in apartment,Private room,2,1.0,1.0,"[""Oven"", ""Kitchen"", ""Heating"", ""Hangers"", ""Washer"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Essentials"", ""Paid parking off premises"", ""Cable TV"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Wifi"", ""Microwave"", ""Paid parking on premises"", ""Stove"", ""Long term stays allowed"", ""Hair dryer"", ""TV"", ""Hot water"", ""Dishwasher"", ""Shampoo"", ""Cooking basics"", ""Air conditioning"", ""Coffee maker"", ""Dryer"", ""Refrigerator"", ""Bed linens"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""First aid kit"", ""Keypad"", ""Ethernet connection"", ""Iron"", ""Fire extinguisher""]",142.0,3,90,3.0,t,0,0,29,209,293,406565,f,,,Active,Active,158 W Brookline ST 04 4 Roxbury MA 02118,Limited Share Unit,3.0,,Active,Active,,0.0,114_1,False,0.9011945489196587,,
1009275,https://www.airbnb.com/rooms/1009275,Urban Treehouse,868067,https://www.airbnb.com/users/show/868067,Laura,"Boston, Massachusetts, United States",South Boston,2020-09-01,,42.33269,-71.04536,Private room in house,Private room,2,1.0,1.0,"[""Heating"", ""Hangers"", ""Beach essentials"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Essentials"", ""Paid parking off premises"", ""Cable TV"", ""Private living room"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Wifi"", ""Lock on bedroom door"", ""Hair dryer"", ""Indoor fireplace"", ""TV"", ""Hot water"", ""Shampoo"", ""Air conditioning"", ""Coffee maker"", ""Lockbox"", ""Bed linens"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""First aid kit"", ""Free street parking"", ""Refrigerator"", ""Iron"", ""Fire extinguisher""]",120.0,1,14,1.0,t,0,0,0,243,85,397989,f,,,Expired/Void/Revoked,Inactive,,Limited Share Unit,2.0,,Expired/Void/Revoked,Inactive,,0.0,273_1,False,48.85962268241068,,
1030500,https://www.airbnb.com/rooms/1030500,"Cozy apartment, free parking, quiet neighborhood",5670669,https://www.airbnb.com/users/show/5670669,Kelly,"Jamaica Plain, Massachusetts, United States",Jamaica Plain,2020-09-01,,42.291059999999995,-71.11594000000001,Entire guest suite,Entire home/apt,2,1.0,1.0,"[""Lockbox"", ""Luggage dropoff allowed"", ""Dryer"", ""Wifi"", ""Heating"", ""Kitchen"", ""Hangers"", ""Essentials"", ""Long term stays allowed"", ""Shampoo"", ""Washer"", ""Hot water"", ""Free street parking"", ""Free parking on premises""]",107.0,1,1125,1.0,t,0,0,0,213,21,425189,f,,,Not found (fabricated),Not found (fabricated),,Limited Share Unit,1.0,,Not found (fabricated),Not found (fabricated),,-1.0,,,,,
1042420,https://www.airbnb.com/rooms/1042420,"Easy access to Airport, Downtown, Seaport. Fenway",5715872,https://www.airbnb.com/users/show/5715872,Charlotte,"Boston, Massachusetts, United States",East Boston,2020-09-01,,42.38362,-71.02023,Entire house,Entire home/apt,3,1.0,1.0,"[""Kitchen"", ""Heating"", ""Hangers"", ""Children\u2019s books and toys"", ""Carbon monoxide alarm"", ""Essentials"", ""Cable TV"", ""Breakfast"", ""Wifi"", ""Hair dryer"", ""Indoor fireplace"", ""TV"", ""Shampoo"", ""Air conditioning"", ""Bathtub"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""First aid kit"", ""Keypad"", ""Iron"", ""Fire extinguisher""]",174.0,2,30,2.0,t,0,0,0,0,87,413220,f,,,Active,Active,108 Byron ST 01 2 Boston MA 02128,Owner-Adjacent Unit,1.0,,Active,Active,,-1.0,,,,,
1055627,https://www.airbnb.com/rooms/1055627,Spacious 1 bdrm in Beacon Hill,4299002,https://www.airbnb.com/users/show/4299002,Lauren,,Beacon Hill,2020-08-31,,42.36076,-71.06399,Entire apartment,Entire home/apt,3,1.0,1.0,"[""Luggage dropoff allowed"", ""Dryer"", ""Wifi"", ""Heating"", ""Kitchen"", ""Hangers"", ""Elevator"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""Hair dryer"", ""Host greets you"", ""Cable TV"", ""Shampoo"", ""Washer"", ""Hot water"", ""Air conditioning"", ""Iron"", ""Fire extinguisher""]",160.0,91,1125,91.0,t,0,0,0,0,8,Missing,f,,,No license claimed,,,,,,No license claimed,No license claimed,,-1.0,,,,,
1071235,https://www.airbnb.com/rooms/1071235,Cozy JP Studio-Great Location!,965697,https://www.airbnb.com/users/show/965697,Chris & Kristina,"Jamaica Plain, Massachusetts, United States",Jamaica Plain,2020-08-31,,42.317479999999996,-71.10819000000001,Entire apartment,Entire home/apt,2,1.0,1.0,"[""Oven"", ""Heating"", ""Hangers"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Single level home"", ""Essentials"", ""Cable TV"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Wifi"", ""Microwave"", ""Stove"", ""Hair dryer"", ""Long term stays allowed"", ""TV"", ""Hot water"", ""Shampoo"", ""Cooking basics"", ""Private entrance"", ""Air conditioning"", ""Coffee maker"", ""Lockbox"", ""Bed linens"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""First aid kit"", ""Free street parking"", ""Refrigerator"", ""Iron""]",140.0,2,180,2.0,t,0,0,0,0,327,409453,f,,,Active,Active,57 Spring Park AVE 19 2 Jamaica Plain MA 02130,Owner-Adjacent Unit,2.0,,Active,Active,,0.0,223_1,False,35.51722334105437,,
1077105,https://www.airbnb.com/rooms/1077105,"Studio Apt. for Rent in South End,",5927277,https://www.airbnb.com/users/show/5927277,J,,South End,2020-08-31,,42.34022,-71.075,Entire apartment,Entire home/apt,2,,1.0,[],176.0,91,1125,91.0,t,0,0,0,0,0,Missing,f,,,No license claimed,,,,,,No license claimed,No license claimed,,-1.0,,,,,
1090413,https://www.airbnb.com/rooms/1090413,QuietStreetHynesConventionCtr-5min-Lge Rm-Pvt Bath,1984434,https://www.airbnb.com/users/show/1984434,Irene,"Boston, Massachusetts, United States",Back Bay,2020-08-31,,42.34502,-71.0803,Private room in house,Private room,1,1.0,1.0,"[""Oven"", ""Kitchen"", ""Heating"", ""Hangers"", ""Washer"", ""Carbon monoxide alarm"", ""Essentials"", ""Paid parking off premises"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Wifi"", ""Microwave"", ""Lock on bedroom door"", ""Stove"", ""Hair dryer"", ""Long term stays allowed"", ""TV"", ""Hot water"", ""Shampoo"", ""Cooking basics"", ""Air conditioning"", ""Coffee maker"", ""Dryer"", ""Bed linens"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""Host greets you"", ""First aid kit"", ""Free street parking"", ""Refrigerator"", ""Iron"", ""Fire extinguisher""]",102.0,3,365,3.0,t,29,53,83,358,166,398748,f,,,Active,Active,2 Durham ST 04 Boston MA 02115,Limited Share Unit,3.0,,Active,Active,,-1.0,,,,,
1090545,https://www.airbnb.com/rooms/1090545,ExclusiveBackBayBostonCtr-Pvt Bath&Rm-Comfy Bed,1984434,https://www.airbnb.com/users/show/1984434,Irene,"Boston, Massachusetts, United States",Back Bay,2020-08-31,,42.34373,-71.08224,Private room in house,Private room,1,1.0,1.0,"[""Oven"", ""Kitchen"", ""Heating"", ""Hangers"", ""Carbon monoxide alarm"", ""Essentials"", ""Paid parking off premises"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Wifi"", ""Microwave"", ""Lock on bedroom door"", ""Stove"", ""Hair dryer"", ""Long term stays allowed"", ""TV"", ""Hot water"", ""Shampoo"", ""Cooking basics"", ""Air conditioning"", ""Coffee maker"", ""Bed linens"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""Host greets you"", ""First aid kit"", ""Refrigerator"", ""Iron"", ""Fire extinguisher""]",105.0,3,365,3.0,t,27,51,81,345,117,398748,t,,,Active,Active,2 Durham ST 04 Boston MA 02115,Limited Share Unit,3.0,,Active,Active,,-1.0,,,,,
1092093,https://www.airbnb.com/rooms/1092093,Duplex Penthouse in Longwood Area,CorpGroup40,https://www.airbnb.com/users/show/26988,Sassmorr,"Boston, Massachusetts, United States",Mission Hill,2020-08-31,,42.33285,-71.10115,Entire apartment,Entire home/apt,2,1.0,1.0,"[""Kitchen"", ""Heating"", ""Hangers"", ""Washer"", ""Carbon monoxide alarm"", ""Essentials"", ""Paid parking off premises"", ""Cable TV"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Wifi"", ""Hair dryer"", ""Long term stays allowed"", ""TV"", ""Hot water"", ""Air conditioning"", ""Coffee maker"", ""Lockbox"", ""Dryer"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""Iron"", ""Fire extinguisher""]",90.0,91,260,91.0,t,0,0,0,254,32,Missing,f,Anne,26988.0,No license claimed,,,,,,No license claimed,No license claimed,,-1.0,,,,,
1109224,https://www.airbnb.com/rooms/1109224,4 bedroom Victorian Condo unit,1531239,https://www.airbnb.com/users/show/1531239,Lita,,Jamaica Plain,2020-08-31,,42.32051,-71.11216,Entire apartment,Entire home/apt,8,4.0,6.0,"[""Kitchen"", ""Heating"", ""Hangers"", ""Washer"", ""Carbon monoxide alarm"", ""Essentials"", ""Cable TV"", ""Fire extinguisher"", ""Dishes and silverware"", ""Wifi"", ""Microwave"", ""Stove"", ""Building staff"", ""Hair dryer"", ""Indoor fireplace"", ""TV"", ""Hot water"", ""Shampoo"", ""Air conditioning"", ""Bathtub"", ""Coffee maker"", ""Private entrance"", ""Dryer"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""First aid kit"", ""Free street parking"", ""Refrigerator"", ""Iron"", ""Free parking on premises""]",448.0,2,90,2.0,t,17,18,18,229,74,399217,f,,,Active,Active,429 S Huntington AVE 19 Boston MA 02130,Limited Share Unit,1.0,,Active,Active,,-1.0,,,,,
1161210,https://www.airbnb.com/rooms/1161210,Cozy rooms with parking and Wi-Fi 波士顿近郊舒适的睡房附带免费。。,3887707,https://www.airbnb.com/users/show/3887707,Emily,"Boston, Massachusetts, United States",West Roxbury,2020-09-01,,42.27176,-71.16759,Private room in house,Private room,6,4.0,4.0,"[""Kitchen"", ""Heating"", ""Hangers"", ""Garden or backyard"", ""Washer"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Essentials"", ""Cable TV"", ""Luggage dropoff allowed"", ""Wifi"", ""Hair dryer"", ""Long term stays allowed"", ""Indoor fireplace"", ""TV"", ""Hot water"", ""Shampoo"", ""Air conditioning"", ""Dryer"", ""BBQ grill"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""First aid kit"", ""Keypad"", ""Free street parking"", ""Iron"", ""Free parking on premises""]",70.0,28,1125,28.0,t,0,0,0,274,209,Missing,f,,,No license claimed,,,,,,No license claimed,No license claimed,,-1.0,,,,,
1167987,https://www.airbnb.com/rooms/1167987,Long-term Rental: Single Room/Sh Bath/No Cooking,7969,https://www.airbnb.com/users/show/7969,Carolyn,"Boston, Massachusetts, United States",Roslindale,2020-09-01,,42.29317,-71.13016,Private room in condominium,Private room,1,1.0,1.0,"[""Wifi"", ""Heating"", ""Smoke alarm"", ""Essentials"", ""First aid kit"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Fire extinguisher""]",26.0,91,365,91.0,t,1,31,61,336,8,Missing,f,,,No license claimed,,,,,,No license claimed,No license claimed,,-1.0,,,,,
1171578,https://www.airbnb.com/rooms/1171578,Private Room in a One Family House,3765817,https://www.airbnb.com/users/show/3765817,Frank,,Brighton,2020-09-01,,42.353840000000005,-71.16795,Private room in house,Private room,2,1.0,2.0,"[""Wifi"", ""Heating"", ""Hangers"", ""Smoke alarm"", ""Essentials"", ""Lock on bedroom door"", ""Shampoo"", ""Carbon monoxide alarm"", ""Extra pillows and blankets"", ""Air conditioning"", ""Free parking on premises""]",99.0,1,5,1.0,t,30,60,90,365,249,414640,f,,,Expired/Void/Revoked,Void,,Home Share Unit,1.0,,Expired/Void/Revoked,Void,,-1.0,,,,,
1187188,https://www.airbnb.com/rooms/1187188,Entire loft in Boston,2238969,https://www.airbnb.com/users/show/2238969,Kenji,"Boston, Massachusetts, United States",Jamaica Plain,2020-09-01,,42.30693,-71.10789,Entire loft,Entire home/apt,4,2.0,3.0,"[""Oven"", ""Kitchen"", ""Heating"", ""Garden or backyard"", ""Children\u2019s books and toys"", ""Washer"", ""High chair"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Babysitter recommendations"", ""Essentials"", ""Children\u2019s dinnerware"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Wifi"", ""Microwave"", ""Stove"", ""Hair dryer"", ""Long term stays allowed"", ""Hot water"", ""Cooking basics"", ""Air conditioning"", ""Bathtub"", ""Coffee maker"", ""Dryer"", ""Bed linens"", ""Smoke alarm"", ""Host greets you"", ""Outlet covers"", ""First aid kit"", ""Free street parking"", ""Refrigerator"", ""Free parking on premises""]",136.0,91,91,91.0,t,18,48,78,353,28,Missing,f,,,No license claimed,,,,,,No license claimed,No license claimed,,-1.0,,,,,
1222327,https://www.airbnb.com/rooms/1222327,"Cozy, 2 bdr,  2 baths, house near medical area!",6668129,https://www.airbnb.com/users/show/6668129,Chuck,"Jamaica Plain, Massachusetts, United States",Jamaica Plain,2020-08-31,,42.324729999999995,-71.10792,Entire house,Entire home/apt,4,2.0,2.0,"[""Oven"", ""Kitchen"", ""Heating"", ""Hangers"", ""Garden or backyard"", ""Washer"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Essentials"", ""Dishes and silverware"", ""Wifi"", ""Microwave"", ""Stove"", ""Hair dryer"", ""TV"", ""Hot water"", ""Dishwasher"", ""Shampoo"", ""Cooking basics"", ""Air conditioning"", ""Coffee maker"", ""Lockbox"", ""Dryer"", ""BBQ grill"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""Free street parking"", ""Refrigerator"", ""Iron"", ""Fire extinguisher""]",121.0,5,13,5.0,t,0,0,0,0,15,413173,f,,,Active,Active,40 Creighton ST 10 Jamaica Plain MA 02130,Home Share Unit,1.0,,Active,Active,,-1.0,,,,,
1240598,https://www.airbnb.com/rooms/1240598,"Studio by Tufts Medical, door knobs wiped daily",CorpGroup33,https://www.airbnb.com/users/show/2356643,Voyage,"Boston, Massachusetts, United States",Downtown,2020-09-01,,42.35257,-71.0636,Entire apartment,Entire home/apt,2,1.0,1.0,"[""Oven"", ""Kitchen"", ""Heating"", ""Hangers"", ""Carbon monoxide alarm"", ""Essentials"", ""Paid parking off premises"", ""Dishes and silverware"", ""Wifi"", ""Microwave"", ""Stove"", ""Hair dryer"", ""Long term stays allowed"", ""TV"", ""Hot water"", ""Cooking basics"", ""Air conditioning"", ""Bathtub"", ""Coffee maker"", ""Bed linens"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""Refrigerator"", ""Iron"", ""Fire extinguisher""]",70.43,10,365,10.0,t,1,1,1,1,174,STRES,t,Voyage,2356643.0,Exempt (not verified),,,Exempt: Executive Suite,,,Exempt (not verified),Exempt (not verified): Executive Suite,,0.0,33_1,False,186.03925155451478,,
1252489,https://www.airbnb.com/rooms/1252489,Beacon Hill 1-Bed,6824319,https://www.airbnb.com/users/show/6824319,Samantha,"Boston, Massachusetts, United States",Beacon Hill,2020-08-31,,42.36105,-71.06593000000001,Entire apartment,Entire home/apt,2,1.0,1.0,"[""Dryer"", ""Wifi"", ""Heating"", ""Kitchen"", ""Hangers"", ""Essentials"", ""Cable TV"", ""Indoor fireplace"", ""TV"", ""Washer"", ""Shampoo"", ""Air conditioning"", ""Iron"", ""Fire extinguisher""]",207.0,91,365,91.0,t,0,0,0,0,65,Missing,f,,,No license claimed,,,,,,No license claimed,No license claimed,,-1.0,,,,,
1275498,https://www.airbnb.com/rooms/1275498,THE UPTON BOSTON - The Washington,5430185,https://www.airbnb.com/users/show/5430185,Laura And Olivia,"Boston, Massachusetts, United States",South End,2020-09-01,,42.342940000000006,-71.07304,Entire apartment,Entire home/apt,2,,1.0,"[""Dryer"", ""Wifi"", ""Heating"", ""Kitchen"", ""Hangers"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Hair dryer"", ""TV"", ""Washer"", ""Hot water"", ""Shampoo"", ""Smart lock"", ""Extra pillows and blankets"", ""Air conditioning"", ""Iron""]",197.0,2,365,1.0,t,0,0,0,0,47,STRLH/STRBB,f,,,Exempt (not verified),,,Exempt: Lodging House / B&B,,,Exempt (not verified),Exempt (not verified): Lodging House / B&B,,0.0,62_1,False,26.03177845228028,62_1_0,26.03177845228028
1303261,https://www.airbnb.com/rooms/1303261,Historic Beacon Hill,2120816,https://www.airbnb.com/users/show/2120816,Larry,"Boston, Massachusetts, United States",Beacon Hill,2020-08-31,,42.3588,-71.06971999999999,Entire apartment,Entire home/apt,2,1.0,2.0,"[""Kitchen"", ""Heating"", ""Hangers"", ""Children\u2019s books and toys"", ""Washer"", ""Carbon monoxide alarm"", ""Essentials"", ""Paid parking off premises"", ""Cable TV"", ""Extra pillows and blankets"", ""Wifi"", ""Hair dryer"", ""Long term stays allowed"", ""TV"", ""Hot water"", ""Shampoo"", ""Air conditioning"", ""Lockbox"", ""Dryer"", ""Bed linens"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""First aid kit"", ""Iron"", ""Fire extinguisher""]",425.0,91,180,91.0,t,23,53,83,358,23,Missing,f,,,No license claimed,,,,,,No license claimed,No license claimed,,-1.0,,,,,
1327725,https://www.airbnb.com/rooms/1327725,Modern 2 BR in Brighton with Parking,7205617,https://www.airbnb.com/users/show/7205617,Mikhail,"Boston, Massachusetts, United States",Brighton,2020-09-01,,42.346000000000004,-71.1399,Entire condominium,Entire home/apt,4,2.0,2.0,"[""Oven"", ""Kitchen"", ""Heating"", ""Hangers"", ""Washer"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Smart lock"", ""Essentials"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Wifi"", ""Microwave"", ""Stove"", ""Hair dryer"", ""Long term stays allowed"", ""TV"", ""Dishwasher"", ""Hot water"", ""Shampoo"", ""Game console"", ""Cooking basics"", ""Air conditioning"", ""Bathtub"", ""Coffee maker"", ""Dryer"", ""Bed linens"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""Refrigerator"", ""Iron"", ""Free parking on premises""]",104.0,3,1125,3.0,t,9,33,63,152,257,401646,f,,,Active,Active,11 Commonwealth CT 21 11-13 Brighton MA 02135,Home Share Unit,1.0,,Active,Active,,-1.0,,,,,
1340649,https://www.airbnb.com/rooms/1340649,1BR in Charming South Boston Condo/Red Line/Beach,7271526,https://www.airbnb.com/users/show/7271526,Michaela,"Boston, Massachusetts, United States",South Boston,2020-09-01,,42.32825,-71.05704,Private room in condominium,Private room,1,1.0,1.0,"[""Oven"", ""Kitchen"", ""Heating"", ""Hangers"", ""Washer"", ""Carbon monoxide alarm"", ""Essentials"", ""Dishes and silverware"", ""Wifi"", ""Microwave"", ""Lock on bedroom door"", ""Stove"", ""Hair dryer"", ""Shampoo"", ""Hot water"", ""Cooking basics"", ""Air conditioning"", ""Coffee maker"", ""Dryer"", ""Smoke alarm"", ""Free street parking"", ""Refrigerator"", ""Iron"", ""Fire extinguisher""]",66.0,91,1125,91.0,t,30,60,90,90,31,Missing,t,,,No license claimed,,,,,,No license claimed,No license claimed,,-1.0,,,,,
1374434,https://www.airbnb.com/rooms/1374434,"Authentic Boston, cozy room",255183,https://www.airbnb.com/users/show/255183,Michelle,"Boston, Massachusetts, United States",Roxbury,2020-09-01,,42.32546,-71.08894000000001,Private room in apartment,Private room,1,1.0,1.0,"[""Oven"", ""Kitchen"", ""Heating"", ""Hangers"", ""Garden or backyard"", ""Washer"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Essentials"", ""Dishes and silverware"", ""Wifi"", ""Microwave"", ""Stove"", ""Hair dryer"", ""Long term stays allowed"", ""Hot water"", ""Baking sheet"", ""Coffee maker"", ""Dryer"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""Host greets you"", ""First aid kit"", ""Free street parking"", ""Refrigerator"", ""Iron"", ""Fire extinguisher""]",65.0,28,180,28.0,t,0,0,6,186,41,415714,f,,,Active (limit exceeded),Active,30 Juniper ST 09 2 Roxbury MA 02119,Limited Share Unit,5.0,listing,Active (limit exceeded),Active (limit exceeded),,0.0,94_1,False,78.0905119161962,,
1374466,https://www.airbnb.com/rooms/1374466,"Real Boston, off the beaten track",255183,https://www.airbnb.com/users/show/255183,Michelle,"Boston, Massachusetts, United States",Roxbury,2020-09-01,,42.32546,-71.08894000000001,Private room in house,Private room,1,1.0,1.0,"[""Oven"", ""Kitchen"", ""Heating"", ""Hangers"", ""Garden or backyard"", ""Washer"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Essentials"", ""Dishes and silverware"", ""Wifi"", ""Microwave"", ""Stove"", ""Hair dryer"", ""Hot water"", ""Cooking basics"", ""Private entrance"", ""Coffee maker"", ""Dryer"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""Host greets you"", ""First aid kit"", ""Free street parking"", ""Refrigerator"", ""Iron"", ""Fire extinguisher""]",60.0,28,180,28.0,t,0,0,0,161,38,415714,f,,,Active (limit exceeded),Active,30 Juniper ST 09 2 Roxbury MA 02119,Limited Share Unit,5.0,listing,Active (limit exceeded),Active (limit exceeded),,0.0,94_1,False,78.0905119161962,,
1403408,https://www.airbnb.com/rooms/1403408,Big Boston room,255183,https://www.airbnb.com/users/show/255183,Michelle,"Boston, Massachusetts, United States",Roxbury,2020-09-01,,42.32546,-71.08894000000001,Private room in apartment,Private room,1,1.0,1.0,"[""Oven"", ""Kitchen"", ""Heating"", ""Hangers"", ""Washer"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Essentials"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Wifi"", ""Microwave"", ""Stove"", ""Hair dryer"", ""Long term stays allowed"", ""Hot water"", ""Baking sheet"", ""Cooking basics"", ""Private entrance"", ""Coffee maker"", ""Dryer"", ""Bed linens"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""Host greets you"", ""First aid kit"", ""Free street parking"", ""Refrigerator"", ""Iron"", ""Fire extinguisher""]",70.0,28,180,28.0,t,0,0,6,186,19,415714,f,,,Active (limit exceeded),Active,30 Juniper ST 09 2 Roxbury MA 02119,Limited Share Unit,5.0,listing,Active (limit exceeded),Active (limit exceeded),,0.0,94_1,False,78.0905119161962,,
1425973,https://www.airbnb.com/rooms/1425973,Historic brick Victorian row house,1015632,https://www.airbnb.com/users/show/1015632,Kevin,"Boston, Massachusetts, United States",South End,2020-08-31,,42.33937,-71.08026,Private room in house,Private room,6,3.0,4.0,"[""Oven"", ""Kitchen"", ""Heating"", ""Hangers"", ""Elevator"", ""Children\u2019s books and toys"", ""Crib"", ""Washer"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Essentials"", ""Cable TV"", ""Fire extinguisher"", ""Private living room"", ""Changing table"", ""Breakfast"", ""Pack \u2019n Play/travel crib"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Wifi"", ""Microwave"", ""Lock on bedroom door"", ""Stove"", ""Hair dryer"", ""Indoor fireplace"", ""TV"", ""Hot water"", ""Dishwasher"", ""Shampoo"", ""Cooking basics"", ""Air conditioning"", ""Private entrance"", ""Coffee maker"", ""Dryer"", ""Bed linens"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""Host greets you"", ""First aid kit"", ""Refrigerator"", ""Iron"", ""Free parking on premises""]",350.0,91,1125,91.0,t,29,59,89,89,25,Missing,f,,,No license claimed,,,,,,No license claimed,No license claimed,,-1.0,,,,,
1445064,https://www.airbnb.com/rooms/1445064,Bright Sunlit bedroom near Spaulding/Downtown,4724006,https://www.airbnb.com/users/show/4724006,Rosalia,"Boston, Massachusetts, United States",Charlestown,2020-08-31,,42.38017,-71.06236,Private room in apartment,Private room,1,1.0,1.0,"[""Oven"", ""Kitchen"", ""Heating"", ""Hangers"", ""Garden or backyard"", ""Beach essentials"", ""Washer"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Essentials"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Shower gel"", ""Wifi"", ""Microwave"", ""Lock on bedroom door"", ""Stove"", ""Hair dryer"", ""Long term stays allowed"", ""TV"", ""Hot water"", ""Dishwasher"", ""Shampoo"", ""Cooking basics"", ""Air conditioning"", ""Coffee maker"", ""Cleaning before checkout"", ""Dryer"", ""Bed linens"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""EV charger"", ""First aid kit"", ""Free street parking"", ""Refrigerator"", ""Iron"", ""Fire extinguisher""]",49.0,28,1125,28.0,t,0,0,0,0,105,Missing,f,,,No license claimed,,,,,,No license claimed,No license claimed,,0.0,314_1,False,108.02688262417772,,
