centroid_group,count_listings,count_licenses,license_dict,status_dict,license_exceed_type,minimum_nights,ISD_address_dict,host,host_id,alias_dict,shared_license,avg_USD/night,radius,mean_latitude,mean_longitude,confidence,max_listing_distance,avg_listing_distance,std_listing_distance,GCODE_office,GCODE_house_number,GCODE_road,GCODE_neighbourhood,GCODE_suburb,GCODE_city,GCODE_county,GCODE_state,GCODE_postcode,GCODE_country,GCODE_country_code,GCODE_amenity,GCODE_square,GCODE_building,GCODE_hamlet,GCODE_historic,GCODE_quarter,GCODE_tourism,GCODE_city_block,GCODE_town,GCODE_commercial,GCODE_shop,GCODE_leisure,GCODE_man_made,GCODE_railway,GCODE_natural
3_5,5,1,{'Missing': '5'},{'No license claimed': '5'},,29.0,{},STR Boston,CorpGroup4,{'814298': '5'},False,111.8,142.58449393807166,42.338326,-71.08090200000001,within 350 ft.,353.5731,238.2405,96.3763,,66,Public Alley 802,,South End,Boston,Suffolk County,Massachusetts,02118,United States of America,us,,,,,,,,,,,,,,,
3_4,5,1,{'STRLH/STRBB': '5'},{'Exempt (not verified)': '5'},,2.0,{},STR Boston,CorpGroup4,{'814298': '5'},False,86.4,136.34973381863796,42.349166000000004,-71.08527799999999,within 400 ft.,401.10112,211.9953,125.1477,,297,Newbury Street,,Back Bay,Boston,Suffolk County,Massachusetts,02115,United States of America,us,,,,,,,,,,Block G,,,,,
79_1,5,1,{'424637': '5'},{'Expired/Void/Revoked': '5'},listing,1.0,{},Jonathan,11228809,{},False,224.14,77.57170492636318,42.329548,-71.092794,within 200 ft.,217.51108,104.8515,86.5331,,33,Highland Avenue,Roxbury Crossing,Roxbury,Boston,Suffolk County,Massachusetts,02120,United States of America,us,,,,,,,,,,,,,,,
25_1,4,1,{'STRHS': '4'},{'Exempt (not verified)': '4'},,2.0,{},Post Group,CorpGroup24,{'9410008': '4'},False,355.0,52.0,42.34974,-71.0897,within 150 ft.,171.7465,87.2841,56.525,,430,Marlborough Street,,Back Bay,Boston,Suffolk County,Massachusetts,02115,United States of America,us,,,,,,,,,,,,,,,
35_2,4,1,{'STRES': '4'},{'Exempt (not verified)': '4'},,4.0,{},Boaton Corporate Housing,CorpGroup32,{'20079643': '4'},False,241.72,52.0,42.3637775,-71.0682275,within 150 ft.,140.39961,84.7635,38.1119,,55,Fruit Street,,Beacon Hill,Boston,Suffolk County,Massachusetts,02114,United States of America,us,Massachusetts General Hospital,,,,,,,Charles River Square,,,,,,,
37_1,4,1,{'Missing': '4'},{'No license claimed': '4'},,28.0,{},Jihane,CorpGroup38,{'293373619': '4'},False,49.32,52.0,42.3440875,-71.1540275,within 100 ft.,106.19793,74.2938,39.2412,,99,Chestnut Hill Avenue,Aberdeen,Brighton,Boston,Suffolk County,Massachusetts,02135-3202,United States of America,us,,,,,,,,,,,,,,,
119_1,4,1,{'Missing': '4'},{'No license claimed': '4'},,91.0,{},Yionel,169085368,{},False,86.75,79.34080390454123,42.2708925,-71.1020725,within 250 ft.,240.40672,132.4655,91.2045,,730,Cummins Highway,Mattapan,Hyde Park,Boston,Suffolk County,Massachusetts,02126,United States of America,us,,,,,,,,,,,,,,,
30_1,4,1,{'Missing': '4'},{'No license claimed': '4'},,91.0,{},Kat,CorpGroup29,{'133927887': '4'},False,255.0,61.72795172002281,42.3456675,-71.086115,within 150 ft.,174.76313,97.6017,66.436,,23,Saint Germain Street,,Back Bay,Boston,Suffolk County,Massachusetts,02115,United States of America,us,,,,,,,,,,,,,,,
106_1,4,1,{'413140': '4'},{'Active (limit exceeded)': '4'},listing,5.0,{'27 Dexter ST 07 South Boston MA 02127': '4'},Manuela,26098645,{},False,51.5,52.0,42.33034,-71.05802,unknown (too close),0.0,0.0,0.0,,23,Dexter Street,Dorchester Heights,South Boston,Boston,Suffolk County,Massachusetts,01125,United States of America,us,,,,,,,,,,,,,,,
21_2,4,1,{'414143': '4'},{'Expired/Void/Revoked': '4'},,1.0,{},Ann,CorpGroup19,{'41932249': '4'},False,65.25,66.18268270734644,42.3372125,-71.0782325,within 200 ft.,210.40586,109.3694,77.629,,539,Shawmut Avenue,South End,South End,Boston,Suffolk County,Massachusetts,02118,United States of America,us,,,,,,,,,,,,,,,
9_3,4,1,{'STRLH/STRBB': '4'},{'Exempt (not verified)': '4'},,2.0,{},Barsala,CorpGroup9,{'8534462': '4'},False,255.25,106.84941528811419,42.355715000000004,-71.06220749999999,within 350 ft.,344.54145,175.6013,128.1468,,,Tremont Street,Downtown Crossing,Beacon Hill,Boston,Suffolk County,Massachusetts,02133,United States of America,us,Cathedral Church of Saint Pauls,Pemberton Square,,,,,,,,,,,,,
46_1,4,1,{'STRHS': '4'},{'Exempt (not verified)': '4'},,1.0,{},Zuzu,215617803,{},False,104.5,123.53152242541351,42.3512125,-71.132715,within 350 ft.,330.70079,233.9239,93.9644,,21,Park Vale Avenue,North Brighton,Allston,Boston,Suffolk County,Massachusetts,02134,United States of America,us,,,,,,,,,,,,,,,
5_4,4,1,{'918313': '4'},{'Not found (fabricated)': '4'},,2.0,{},Sonder,CorpGroup5,{'12243051': '4'},False,448.75,59.22850593844478,42.344452499999996,-71.1018,within 150 ft.,160.38535,123.5322,26.9901,,,Brookline Avenue,Audubon Square,Jamaica Plain,Boston,Suffolk County,Massachusetts,02215,United States of America,us,,,,,,,,,,,401 Park,,,,
61_1,4,1,{'STRLH/STRBB': '4'},{'Exempt (not verified)': '4'},,1.0,{},Alina,188551199,{},False,254.0,87.8004616122407,42.32786,-71.0599325,within 250 ft.,255.49188,186.4042,51.5912,,65R,Boston Street,Uphams Corner,South Boston,Boston,Suffolk County,Massachusetts,01125,United States of America,us,,,,,,,,,,,,,,,
4_4,4,1,{'Missing': '4'},{'No license claimed': '4'},,32.0,{},Blueground,CorpGroup3,{'107434423': '4'},False,160.25,52.0,42.35026250000001,-71.090755,within 150 ft.,134.01386,67.007,44.6713,,523,Beacon Street,,Back Bay,Boston,Suffolk County,Massachusetts,02115,United States of America,us,,,,,,,,,,,,,,,
48_1,4,1,{'420570': '4'},{'Exempt (verified)': '4'},,1.0,{'28 CONSTITUTION RD 02 Boston/Charlestown MA 02129': '4'},Melissa,92691757,{},False,279.0,52.0,42.369975,-71.061255,within 150 ft.,145.20639,75.8254,56.85,,,North Washington Street,Waterfront,West End,Boston,Suffolk County,Massachusetts,02129,United States of America,us,,,,,,,,,,,,,,,
97_1,4,1,{'395992': '4'},{'Expired/Void/Revoked': '4'},,1.0,{},Frederick & Sabina,153568352,{},False,80.0,79.30397846927771,42.278377500000005,-71.0866075,within 250 ft.,227.79588,143.1681,68.3577,,,Banfield Avenue,Mattapan,Dorchester,Boston,Suffolk County,Massachusetts,02126,United States of America,us,,,,,,,,,,,,,,,
139_1,4,1,{'408224': '4'},{'Active (limit exceeded)': '4'},listing,1.0,{'65 Appleton ST 05 Boston MA 02116': '4'},Gearoid (Griff),23576640,{},False,100.0,117.05292932512991,42.3456425,-71.0734175,within 350 ft.,340.82133,182.5691,130.7821,,85,Appleton Street,South End,South End,Boston,Suffolk County,Massachusetts,02117,United States of America,us,,Anthony C. Aveni Square,,,,,,,,,,,,,
56_1,4,1,{'Missing': '4'},{'No license claimed': '4'},,91.0,{},Enia,247641760,{},False,75.0,143.36106612709136,42.336325,-71.0843525,within 350 ft.,358.96918,269.0886,102.1729,,,Warwick Street,Frederick Douglass Square Historic District,South End,Boston,Suffolk County,Massachusetts,02119,United States of America,us,,,,,,,,,,,,Bessie Bames Garden,,,
9_4,4,1,{'STRLH/STRBB': '4'},{'Exempt (not verified)': '4'},,2.0,{},Barsala,CorpGroup9,{'8534462': '4'},False,169.03,64.25910975957505,42.3464275,-71.07941000000001,within 150 ft.,149.46097,126.0449,31.6866,,41,Saint Botolph Street,,Back Bay,Boston,Suffolk County,Massachusetts,02199,United States of America,us,,,,,,,,,,,,,,,
66_1,4,1,{'Missing': '4'},{'No license claimed': '4'},,91.0,{},Murat,84799963,{},False,84.0,88.60587431657044,42.35677,-71.1646825,within 250 ft.,237.1543,181.6801,50.8859,,57,Gerrish Street,Faneuil,Brighton,Boston,Suffolk County,Massachusetts,02135-3202,United States of America,us,,,,,,,,,,,,,,,
3_8,4,1,{'Missing': '4'},{'No license claimed': '4'},,29.0,{},STR Boston,CorpGroup4,{'814298': '4'},False,150.0,119.99414949031609,42.3411925,-71.08049249999999,within 350 ft.,356.24142,222.3765,113.9736,,548,Columbus Avenue,South End,South End,Boston,Suffolk County,Massachusetts,02199,United States of America,us,,,,,,,,,,,,,,,
47_1,4,1,{'Missing': '4'},{'No license claimed': '4'},,28.0,{},The,238179467,{},False,151.75,114.27568015310351,42.359407499999996,-71.07012999999999,within 300 ft.,299.02259,186.6049,105.1903,,58,West Cedar Street,,Beacon Hill,Boston,Suffolk County,Massachusetts,02114,United States of America,us,,,,,,,,Charles River Square,,,,,,,
17_2,4,1,{'Missing': '4'},{'No license claimed': '4'},,28.0,{},STARS,CorpGroup16,"{'266312920': '3', '31340713': '1'}",False,122.25,52.0,42.3373225,-71.1503775,within 150 ft.,135.92027,75.9835,44.2864,,116,Englewood Avenue,,Brighton,Boston,Suffolk County,Massachusetts,02445-5841,United States of America,us,,,,,,,,,,,,,,,
107_1,4,1,{'413946': '4'},{'Active': '4'},,1.0,{'49 Batchelder ST 08 2 Roxbury MA 02119': '4'},John,248463000,{},False,47.0,87.40341093710796,42.3221275,-71.06939750000001,within 200 ft.,212.40936,175.292,38.2075,,18,Longmeadow Street,Uphams Corner,South End,Boston,Suffolk County,Massachusetts,01125,United States of America,us,,,,,,,,,,,,,,,
51_1,4,1,{'Missing': '4'},{'No license claimed': '4'},,91.0,{},Shahnaz,248657295,{},False,78.5,52.295617329319086,42.3123175,-71.0558675,within 150 ft.,164.1553,90.0842,58.2348,,68,Auckland Street,Savin Hill,South Boston,Boston,Suffolk County,Massachusetts,02125,United States of America,us,,,,,,,,,,,,,,,
3_7,4,1,{'Missing': '4'},{'No license claimed': '4'},,28.0,{},STR Boston,CorpGroup4,{'814298': '4'},False,149.5,110.84069723508509,42.3497075,-71.09079500000001,within 350 ft.,353.9596,179.7213,137.8377,,451,Marlborough Street,,Back Bay,Boston,Suffolk County,Massachusetts,02115,United States of America,us,,,Four51 Marlborough,,,,,,,,,,,,
115_1,4,1,{'418861': '4'},{'Active (limit exceeded)': '4'},listing,1.0,{'45 Bayard ST 22 Boston MA 02134': '4'},John,15154687,{},False,56.5,76.00221671334228,42.3593975,-71.13218,within 200 ft.,191.78299,143.7573,57.0001,,85,Easton Street,North Brighton,Allston,Boston,Suffolk County,Massachusetts,02134-1420,United States of America,us,,,,,,,,,,,,,,,
118_1,4,1,{'415697': '4'},{'Active': '4'},,1.0,{'182 Heath ST 10 Jamaica Plain MA 02130': '4'},Flores,345724818,{},False,48.68,52.0,42.32487598436227,-71.10430261838843,within 100 ft.,96.84175,48.4209,32.2806,,31,Walden Street,,Roxbury,Boston,Suffolk County,Massachusetts,02130-0947,United States of America,us,,,,,,,,,,,,,,,
16_2,4,1,{'Missing': '4'},{'No license claimed': '4'},,30.0,{},Marie,16186589,{},False,32.25,61.05909832570801,42.304300000000005,-71.0707625,within 150 ft.,146.10919,108.36,40.6599,,16,Blakeville Street,Mount Bowdoin,Dorchester,Boston,Suffolk County,Massachusetts,02212,United States of America,us,,,,,,,,,,,,,,,
31_1,4,1,{'414596': '4'},{'Not found (fabricated)': '4'},,1.0,{},Moe,CorpGroup31,{'336537667': '4'},True,432.0,105.02571407336929,42.3294875,-71.1124375,within 300 ft.,285.20941,202.6918,76.5587,,,Jamaicaway Bikepath,Brookline Village,,,Suffolk County,Massachusetts,02130-4803,United States of America,us,,,,,,,,,Brookline,,,,,,
134_1,4,1,{'415200': '4'},{'Expired/Void/Revoked': '4'},,91.0,{},Yi,19548932,{},False,72.97,52.0,42.35796,-71.12944,unknown (too close),0.0,0.0,0.0,,16,Hooker Street,North Brighton,Allston,Boston,Suffolk County,Massachusetts,02134,United States of America,us,,,,,,,,,,,,,,,
25_2,4,1,{'STRHS': '4'},{'Exempt (not verified)': '4'},,3.0,{},Post Group,CorpGroup24,{'9410008': '4'},False,198.75,77.27738307444721,42.3671825,-71.05391999999999,within 250 ft.,249.40976,127.4696,89.8421,,20,Henchman Street,Dock Square,North End,Boston,Suffolk County,Massachusetts,02128,United States of America,us,,,,,,,,,,,,,,,
73_1,3,1,{'STRES': '3'},{'Exempt (not verified)': '3'},,1.0,{},Vitanur,292283551,{},False,50.0,119.17618950084915,42.32265666666667,-71.11000666666668,within 300 ft.,321.92198,214.959,150.0279,,128,Day Street,,Roxbury,Boston,Suffolk County,Massachusetts,02130-4803,United States of America,us,,,,,,,,,,,,,,,
3_11,3,1,{'Missing': '3'},{'No license claimed': '3'},,30.0,{},STR Boston,CorpGroup4,{'814298': '3'},False,47.33,99.21513007926028,42.32164666666666,-71.08917,within 300 ft.,281.57291,191.0733,108.2811,,,Martin Luther King Jr Boulevard,Grove Hall,Roxbury,Boston,Suffolk County,Massachusetts,02119,United States of America,us,,,,,,,,,,,,Melnea A. Cass Recreational Complex,,,
77_1,3,1,{'Missing': '3'},{'No license claimed': '3'},,32.0,{},Sassmorr,CorpGroup40,{'26988': '3'},False,90.81,93.80465587013542,42.35763666666667,-71.06173333333334,within 300 ft.,279.96808,190.5894,88.6689,,,Park Street,Downtown Crossing,Beacon Hill,Boston,Suffolk County,Massachusetts,02133,United States of America,us,,,,,,,Granary Burying Ground,,,,,,,,
37_3,3,1,{'Missing': '3'},{'No license claimed': '3'},,28.0,{},Jihane,CorpGroup38,{'293373619': '3'},False,48.67,52.0,42.34376666666666,-71.15255333333333,within 100 ft.,123.25135,87.3735,36.1792,,98,Ledgemere Road,Aberdeen,Brighton,Boston,Suffolk County,Massachusetts,02135,United States of America,us,,,,,,,,,,,,,,,
26_2,3,1,{'Missing': '3'},{'No license claimed': '3'},,91.0,{},Furnished Quarters,CorpGroup25,{'22541573': '3'},False,210.0,52.0,42.34392,-71.08780666666667,within 100 ft.,121.63373,89.2375,28.0599,,15,Westland Avenue,,South End,Boston,Suffolk County,Massachusetts,02115,United States of America,us,,,,,,,,,,,,,,,
73_2,3,1,{'STRES': '3'},{'Exempt (not verified)': '3'},,1.0,{},Vitanur,292283551,{},False,96.67,95.3159266961324,42.32300333333333,-71.10879333333334,within 250 ft.,252.83516,174.396,113.5353,,12,Bynner Street,,Roxbury,Boston,Suffolk County,Massachusetts,02130-4803,United States of America,us,,,,,,,,,,,,,,,
82_2,3,1,{'413572': '3'},{'Active (limit exceeded)': '3'},listing,2.0,{'8 Bentham RD 15 2 Dorchester MA 02122': '3'},Fatima,95762630,{},False,246.33,52.0,42.302596666666666,-71.06334666666667,within 100 ft.,111.38419,75.5149,32.9383,,31,Draper Street,Mount Ida,Dorchester,Boston,Suffolk County,Massachusetts,02212,United States of America,us,,,,,,,,,,,,,,,
9_5,3,1,{'STRLH/STRBB': '3'},{'Exempt (not verified)': '3'},,2.0,{},Barsala,CorpGroup9,{'8534462': '3'},False,146.67,52.0,42.345409999999994,-71.08773333333333,within 100 ft.,98.05534,69.3596,25.9857,,36,Edgerly Road,,Back Bay,Boston,Suffolk County,Massachusetts,02115,United States of America,us,,,,,,,,,,,,,,,
4_5,3,1,{'Missing': '3'},{'No license claimed': '3'},,32.0,{},Blueground,CorpGroup3,{'107434423': '3'},False,169.33,70.29430468588072,42.35197,-71.06002666666666,within 200 ft.,187.56696,147.5548,46.5777,,15,Edinboro Street,Chinatown,Financial District,Boston,Suffolk County,Massachusetts,02111,United States of America,us,,Phillips Square,,,,,,,,,,,,,
61_2,3,1,{'STRLH/STRBB': '3'},{'Exempt (not verified)': '3'},,1.0,{},Alina,188551199,{},False,265.67,98.70768320644989,42.32676,-71.05851333333334,within 250 ft.,256.40325,194.527,81.3477,,82;84,Boston Street,Uphams Corner,South Boston,Boston,Suffolk County,Massachusetts,01125,United States of America,us,,,,,,,,,,,,,,,
82_1,3,1,{'413572': '3'},{'Active (limit exceeded)': '3'},listing,2.0,{'8 Bentham RD 15 2 Dorchester MA 02122': '3'},Fatima,95762630,{},False,123.05,64.15020968228414,42.303176666666666,-71.06466333333334,within 200 ft.,203.48506,139.0404,58.1041,,44,Longfellow Street,Mount Ida,Dorchester,Boston,Suffolk County,Massachusetts,02212,United States of America,us,,,,,,,,,,,,,,,
11_6,3,1,{'Missing': '3'},{'No license claimed': '3'},,29.0,{},Lance,CorpGroup11,{'71783': '3'},False,92.67,77.6106538209192,42.308093333333325,-71.10586666666667,within 250 ft.,254.46162,169.776,73.7526,,3411,Washington Street,Forest Hills,Roxbury,Boston,Suffolk County,Massachusetts,02130,United States of America,us,,,,,,,,,,,,,,,
129_1,3,1,{'409169': '3'},{'Expired/Void/Revoked': '3'},,1.0,{},Henrique,292399041,{},False,243.33,52.0,42.30909333333334,-71.06625333333334,within 100 ft.,119.11607,102.662,26.8048,,457,Quincy Street,Meeting House Hill,Dorchester,Boston,Suffolk County,Massachusetts,02212,United States of America,us,,,,,,,,,,,,,,,
37_2,3,1,{'Missing': '3'},{'No license claimed': '3'},,28.0,{},Jihane,CorpGroup38,{'293373619': '3'},False,43.67,52.0,42.34220333333332,-71.15396333333332,within 150 ft.,128.33505,108.2343,25.1101,,148,Chestnut Hill Avenue,Aberdeen,Brighton,Boston,Suffolk County,Massachusetts,02135-3202,United States of America,us,,,,,,,,,,,,,,,
92_1,3,1,{'Missing': '3'},{'No license claimed': '3'},,30.0,{},Firlian,67103816,{},False,33.0,65.11798570195798,42.317553333333336,-71.09085333333334,within 200 ft.,181.85351,128.7356,66.1971,,141,Harrishof Street,Grove Hall,Roxbury,Boston,Suffolk County,Massachusetts,02119,United States of America,us,,,,,,,,,,,,,,,
16_3,3,1,{'Missing': '3'},{'No license claimed': '3'},,30.0,{},Marie,16186589,{},False,61.0,101.64579848411238,42.290949999999995,-71.06545999999999,within 250 ft.,256.94103,186.124,122.1729,,18,Melbourne Street,Dorchester Center,Dorchester,Boston,Suffolk County,Massachusetts,01210,United States of America,us,,,,,,,,,,,,,,,
12_1,3,1,{'STRHS': '3'},{'Exempt (not verified)': '3'},,1.0,{},Together We,CorpGroup12,"{'331225367': '2', '21184200': '1'}",False,302.67,69.7408105629806,42.349273333333336,-71.08570666666667,within 200 ft.,186.29164,147.9675,34.5973,,40,Hereford Street,,Back Bay,Boston,Suffolk County,Massachusetts,02115,United States of America,us,,,,,,,,,,Block G,,,,,
18_1,3,1,{'Missing': '3'},{'No license claimed': '3'},,31.0,{},Zeus,CorpGroup18,{'48005494': '3'},False,137.33,75.1751125269163,42.340693333333334,-71.05069666666667,within 200 ft.,214.74715,155.3865,67.7292,,112,Bolton Street,Dorchester Heights,South Boston,Boston,Suffolk County,Massachusetts,02127,United States of America,us,,,,,,,,,,,,,,,
74_1,3,1,{'Missing': '3'},{'No license claimed': '3'},,91.0,{},Eunice,77158766,{},False,40.33,52.0,42.35894333333333,-71.14414,within 50 ft.,65.88147,52.1128,14.3872,,50,Portsmouth Street,North Brighton,Allston,Boston,Suffolk County,Massachusetts,02134-1316,United States of America,us,,,,,,,,,,,,,,,
175_1,3,1,{'Missing': '3'},{'No license claimed': '3'},,28.0,{},Kathe,75997654,{},False,98.67,80.46790631553999,42.34393333333333,-71.07386000000001,within 250 ft.,231.60029,157.052,85.431,,90,Warren Avenue,South End,South End,Boston,Suffolk County,Massachusetts,02117,United States of America,us,McKinley Elementary and Technical High School,,,,,,,,,,,,,,
20_2,3,1,{'Missing': '3'},{'No license claimed': '3'},,91.0,{},Luxurious,CorpGroup20,{'18202088': '3'},False,245.67,73.82854417702124,42.346556666666665,-71.07863,within 200 ft.,213.21915,153.734,56.3069,,110,Huntington Avenue,,Back Bay,Boston,Suffolk County,Massachusetts,02116,United States of America,us,,,,,,,Boston Marriott Copley Place,,,,,,,,
22_3,3,1,{'STRES': '3'},{'Exempt (not verified)': '3'},,9.0,{},Compass,CorpGroup21,{'20857768': '3'},False,182.67,75.38049055022069,42.354729999999996,-71.06197666666667,within 200 ft.,201.92642,134.7247,96.8779,,9,West Street,Chinatown,Beacon Hill,Boston,Suffolk County,Massachusetts,02111,United States of America,us,,Phillips Square,,,,,,,,,,,,,
89_1,3,1,{'404467': '3'},{'Expired/Void/Revoked': '3'},listing,91.0,{},Jessica,9898255,{},False,103.33,69.1359095464458,42.31498666666667,-71.06190666666667,within 200 ft.,205.0199,138.1189,70.1847,,12,Windermere Road,Uphams Corner,Dorchester,Boston,Suffolk County,Massachusetts,02125,United States of America,us,,,,,,,,,,,,,,,
210_1,3,1,{'Missing': '3'},{'No license claimed': '3'},,28.0,{},Thomas,52081526,{},False,64.67,52.0,42.32731,-71.09191,unknown (too close),0.0,0.0,0.0,,15,Dorr Street,Roxbury Crossing,Roxbury,Boston,Suffolk County,Massachusetts,02120,United States of America,us,,,,,,,,,,,,,,,
93_1,3,1,{'STRES': '3'},{'Exempt (not verified)': '3'},,2.0,{},Henry,271849582,{},False,139.33,52.0,42.38021333333333,-71.02713999999999,within 150 ft.,130.01093,90.1819,62.3674,,,Shelby Street,Day Square,East Boston,Boston,Suffolk County,Massachusetts,0212,United States of America,us,Melo's Cafe,,,,,,,,,,,,,,
26_1,3,1,{'Missing': '3'},{'No license claimed': '3'},,91.0,{},Furnished Quarters,CorpGroup25,{'22541573': '3'},False,225.67,52.0,42.35134,-71.05958333333334,within 150 ft.,127.69418,85.1515,60.3961,,70,Beach Street,Chinatown,Financial District,Boston,Suffolk County,Massachusetts,02111,United States of America,us,,Phillips Square,,,,,,,,,,,,,
192_1,3,1,{'397944': '3'},{'Expired/Void/Revoked': '3'},,1.0,{},Keith (& Beth),9241244,{},False,53.0,52.0,42.2779,-71.14423000000001,unknown (too close),0.0,0.0,0.0,,89,Robin Street,Highland,West Roxbury,Boston,Suffolk County,Massachusetts,02132-1239,United States of America,us,,,,,,,,,,,,,,,
109_1,3,1,{'398050': '3'},{'Expired/Void/Revoked': '3'},,7.0,{},Keith,220130358,{},False,47.33,96.00067786644202,42.27289666666667,-71.14967999999999,within 250 ft.,234.42475,199.1995,53.6732,,93,Searle Road,Germantown,West Roxbury,Boston,Suffolk County,Massachusetts,02132-1239,United States of America,us,,,,,,,,,,,,,,,
157_1,3,1,{'406665': '3'},{'Active': '3'},,30.0,{'19 Brahms ST 20 Roslindale MA 02131': '3'},Bronwen,227648833,{},False,51.67,52.0,42.276943333333335,-71.14029666666666,within 100 ft.,110.59295,86.0834,41.1073,,22,Liszt Street,Clarendon Hills,West Roxbury,Boston,Suffolk County,Massachusetts,02132-1239,United States of America,us,,,,,,,,,,,,,,,
84_1,3,1,{'415977': '3'},{'Active': '3'},,2.0,{'16 Glendale ST 15 1 Dorchester MA 02125': '3'},Marco,333626600,{},False,183.67,52.0,42.312553333333334,-71.06539333333333,within 100 ft.,102.74177,90.5436,12.8791,,10,Trull Street,Kane Square,Dorchester,Boston,Suffolk County,Massachusetts,02212,United States of America,us,,,,,,,,,,,,,,,
199_1,3,1,{'407435': '3'},{'Active': '3'},,1.0,{'504 Bennington ST 01 East Boston MA 02128': '3'},Totana & Emma,29684380,{},False,64.67,52.0,42.38232333333333,-71.02013333333333,within 150 ft.,131.67884,87.9402,38.2,,675,Saratoga Street,Orient Heights,East Boston,Boston,Suffolk County,Massachusetts,0212,United States of America,us,,,,,,,,,,,,,,,
156_1,3,1,{'398232': '3'},{'Active': '3'},,2.0,{'3 Cedrus AVE 20 Roslindale MA 02131': '3'},Mohamed,13226301,{},False,46.67,104.75905019719069,42.27963333333333,-71.13621333333333,within 300 ft.,276.59463,190.6179,129.2851,,226,Cornell Street,Mount Hope,West Roxbury,Boston,Suffolk County,Massachusetts,02131,United States of America,us,,,,,,,,,,,,,,,
4_6,3,1,{'Missing': '3'},{'No license claimed': '3'},,32.0,{},Blueground,CorpGroup3,{'107434423': '3'},False,202.67,52.0,42.34863,-71.07409,unknown (too close),0.0,0.0,0.0,,135,Clarendon Street,,Back Bay,Boston,Suffolk County,Massachusetts,02116,United States of America,us,,,One Back Bay,,,,,,,,,,,,
29_2,3,1,{'Missing': '3'},{'No license claimed': '3'},,29.0,{},Belkis,CorpGroup28,{'209395207': '3'},False,35.71,52.0,42.31373,-71.09938333333334,within 100 ft.,91.04737,74.6381,26.1263,,15,Erie Place,,Roxbury,Boston,Suffolk County,Massachusetts,02130-0947,United States of America,us,,,,,,,,,,,,,,,
19_2,3,1,{'STRHS': '3'},{'Exempt (not verified)': '3'},,1.0,{},Steven,CorpGroup17,{'275849638': '3'},False,512.33,52.0,42.3492,-71.09421666666667,within 150 ft.,141.89398,104.9449,37.5745,,487,Commonwealth Avenue,,Back Bay,Boston,Suffolk County,Massachusetts,02115,United States of America,us,,,,,,,,,,,,,,,
176_1,3,1,{'414833': '3'},{'Active': '3'},,3.0,{'21 Dean ST 13 1 Dorchester MA 02125': '3'},Frank,41266357,{},False,124.33,54.33568359983305,42.31999999999999,-71.07489666666667,within 150 ft.,153.18639,114.3383,35.9893,,20,Judson Street,Grove Hall,Roxbury,Boston,Suffolk County,Massachusetts,02119,United States of America,us,,,,,,,,,,,,,,,
83_1,3,1,{'STRES': '3'},{'Exempt (not verified)': '3'},,2.0,{},Nikki,289552110,{},False,53.0,75.83415610364739,42.34920666666667,-71.13707999999998,within 200 ft.,210.53422,153.8248,49.6353,,132,Glenville Avenue,,Allston,Boston,Suffolk County,Massachusetts,02134,United States of America,us,,,,,,,,,,,,,,,
137_1,3,1,{'411741': '3'},{'Active': '3'},,2.0,{'135 Cedar ST 11 1 Roxbury MA 02119': '3'},An,1173513,{},False,94.33,58.1938901148443,42.326863333333336,-71.09386666666667,within 150 ft.,141.47953,128.0633,22.5052,,18;20,Cedar Park,Roxbury Crossing,Roxbury,Boston,Suffolk County,Massachusetts,02120,United States of America,us,,,,,,,,,,,,,,,
17_3,3,1,{'Missing': '3'},{'No license claimed': '3'},,28.0,{},STARS,CorpGroup16,"{'31340713': '2', '266312920': '1'}",False,130.0,52.0,42.33879,-71.15136666666666,within 100 ft.,85.52038,63.2746,24.6832,,114,Strathmore Road,,Brighton,Boston,Suffolk County,Massachusetts,02445-5841,United States of America,us,,,,,,,,,,,,,,,
40_2,3,1,{'413706': '3'},{'Active (limit exceeded)': '3'},listing,2.0,{'2 Faulkner CIR 16 Apt 2 Dorchester MA 02122': '3'},Maria & Kevin,CorpGroup39,{'39266840': '3'},False,305.0,52.12501076601403,42.30041333333333,-71.06290333333334,within 150 ft.,158.11595,108.4903,43.5397,,25,Charles Street,Fields Corner,Dorchester,Boston,Suffolk County,Massachusetts,02122,United States of America,us,,,,,,,,,,,,,,,
4_7,3,1,{'Missing': '3'},{'No license claimed': '3'},,32.0,{},Blueground,CorpGroup3,{'107434423': '3'},False,122.0,52.0,42.34317,-71.08323,unknown (too close),0.0,0.0,0.0,,179,Saint Botolph Street,,South End,Boston,Suffolk County,Massachusetts,02115,United States of America,us,,,,,,,,,,,,,,,
200_1,3,1,{'416649': '3'},{'Active': '3'},,2.0,{'10 G ST 06 South Boston MA 02127': '3'},John And Kay,270846829,{},False,175.0,100.10902590785815,42.3363,-71.04467666666666,within 250 ft.,270.69814,192.0282,104.3199,,344,West Third Street,Dorchester Heights,South Boston,Boston,Suffolk County,Massachusetts,02127,United States of America,us,,,,,,,,,,,,,,,
69_1,3,1,{'STRLH/STRBB': '3'},{'Exempt (not verified)': '3'},,1.0,{},Copley,85130,{},False,145.67,52.0,42.344590000000004,-71.08019,unknown (too close),0.0,0.0,0.0,,,West Newton Street,South End,South End,Boston,Suffolk County,Massachusetts,02199,United States of America,us,,,,,,,Copley House,,,,,,,,
